symptoms	sentences
bowel,hiccup	The intestines, the intestinal hiccups.
vomit,dizziness	How long has this been going on? Is there a vomiting, a diarrhea? What are you talking about?
disgusting,diarrhea,abdominal pain,stomach ache,loose stool	Are there any abdominal pains, constipation, diarrhea, etc.? Is the urine normal?
bacterial infections,diarrhea,heat,loose stool,blood in stool	How many times a day do you have to take a shit? Are there bacterial infections, fever, diarrhea, etc.
counter-current,stomach ache,hot heart,bowel sound	Are there any other problems, such as stomach pains, hot hearts, anti-acid, vomiting, etc.? Is your period normal?
abdominal distention,gastrointestinal discomfort	What are you talking about?
diarrhea,abdominal distention,loose stool,stomach ache	How many times have you had it? Have you had a stomach swollen? Was there any empty stomach ache?
diarrhea,disgusting,indigestion,hiccup	Are there any other discomforts besides that, such as nausea, gas, hiccups, diarrhea?
hiccup,reflux,helicobacter infection	The phantom snails infection generate what kind of symptoms? Reflux is a problem.
disgusting,abdominal pain,hot heart,counter-current,abdominal distention	Are there any abdominal pains, abdominal swelling, nausea, vomiting, anti-acid water, etc.?
diarrhea,abdominal distention,loose stool,bowel sound	What's wrong with the stomach? How many times a day do you have to take a shit? Do you have a mucus?
heartburn,reflux,bloating,stomach ache	Are there other symptoms of stomach pains? Like stomach ache, redness, fatigue, constipation, etc.
exhaust,nausea	What are you talking about?
heat,weight down,frustration	How long has it been? Is there a fever, weight? Frustration?
reflux,nausea,hiccup	What are you talking about?
diarrhea,abdominal pain,sticky stool	How many times a day do you have to take a shit? Do you have a stomach ache? Have you got questions?
stomach ache,vomit,dizziness	The symptoms of stomach inflammation are mainly due to gastrointestinal inflammation, which is not a problem. However, if the symptoms are repeated, then we need to go to the hospital to test the blood routines and see if it is alleviated.
diarrhea,bowel sound	The intestines move too fast, causing too much diarrhea. What are you talking about?
fever,diarrhea,stomach ache	What are the main symptoms of vomiting? Somach ache? A fever? Diarrhea?
diarrhea,abdominal pain,disgusting	Are there any abdominal pains, nausea, vomiting? What's the cause of this?
hemorrhoid,loose stool,nausea	What do you think you're talking about, blood clots or wasting blood?
abdominal distention,stomach ache	What's wrong with you?
hiccup,shortness of breath,gastrointestinal discomfort	The gastrointestinal function is not good, and it is hoped that the stimuli will increase the burp and improve the gastric mucous membrane.
heartburn,indigestion	In response to this consultation, the doctor updated the concluding recommendation: hello, depending on your condition, it is recommended that dietary care be taken, mainly on the basis of regular diets and easily digested foods such as cold foods, alcohol, gas, etc., to be taken into account in the event of serious problems in the body caused by burns.
hot heart,stomach ache	How long has this been going on? Have you got a heartache?
stomachache,diarrhea,hiccup	How long has it been? Is there anything else? stomach pain, diarrhea, hiccup?
heartburn,bloating	Is there anything else that doesn't feel good about you? Like a heartburn?
disgusting,dysphagia,stomach ache	Do you have stomach pains, nausea, vomiting, constipation?
diarrhea,stomach ache,gastrointestinal discomfort	This situation is acute gastrointestinal inflammation, which is recommended for the treatment of irritant foods in the gastrointestinal tract. What are you taking?
cramps,diarrhea,vomit	What do you mean, diarrhea, constipation, diarrhea? What kind of problems do?
heat,abdominal pain,hemorrhoid,blood in stool	In response to this consultation, the doctor updated his summary recommendations: the patient's condition is a mess, and it is recommended that the abdominal pain be dealt with in the form of abdominal pain, which is mainly due to hemorrhoids, which are usually cold and unclean.
stomachache,nausea	What are you talking about?
shortness of breath,stomach ache,vomit,dizziness	Stomach ache sore and acute gastrointestinal inflammation is not necessarily a problem, and it is recommended that the following medications be prescribed: 1) pain, mainly due to stomach ache, vomiting; 2) dry, greasy, irritable foods and, in the case of unclean foods, such as cold, hot, irritating foods, fluids, etc., are not recommended for ketamine or other essential foods.
abdominal pain,abdominal distention,disgusting,counter-current	Are there any other discomforts besides abdominal pain? Like nausea, anti-acid gas? What about abdominal swelling?
diarrhea,dysbacteriosis	The diarrhea and intestinal disorders alike are prone to a variety of reactions.
heat,difficult eating,gastrointestinal discomfort	The gastrointestinal function is too weak to eat, and it's prone to stomach inflammation.
difficult eating,disgusting,stomach ache	Are there any other uncomfortable things? Stomach ache, nausea, vomiting? A few questions?
cough,shortness of breath	What are you talking about?
chest pain,shortness of breath	The symptoms of the chest pain are mainly due to the lack of functioning of the esophagus or a chest problem.
stomachache,diarrhea,anorexia	In conclusion, it is regrettable that there has been no further communication, that the history of the disease is unclear and impossible to communicate, but considering the possibility of appendicitis or decomposition, it would be better to go to the hospital to test the blood routines and determine whether it was the stomach pain.
cough,chest pain	What are you talking about?
reflux,bloating,indigestion,hiccup	How long has it been? Is there anything else that doesn't digest? Questions like stomach, indigestion, gas, etc.
stomach ache,vomit,fever,nausea,headache	See if there's any stomach ache, constipation, fission, fever, etc. Which part of the stomach is not good?
dysphagia,gastrointestinal discomfort	This is a situation in which the gastrointestinal function is not good or bad. It may also be caused by stomach inflammation or gastrointestinal dysfunction.
dehydration,diarrhea,stomach ache,fever,stomachache	Do you have stomach pains, stomach ache, dehydration, diarrhea?
difficult eating,disgusting	Are there any other discomforts besides that, such as nausea, vomiting, gastrointestinal inflammation, etc.?
counter-current,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
diarrhea,bloating,loose stool,gastrointestinal discomfort	What's wrong with the stomach? Is there a decomposition?
black poo,diarrhea,heat	Diarrhea with fever is first considered for acute intestinal inflammation, and you are not sure if it is black or black, you need to go to the hospital.
reflux,gastrointestinal discomfort	What are you talking about?
bitterness in the mouth,indigestion	Then consider indigestion. The redness of the nose is a local skin disease, which can be used for treatment.
stomachache,restless	What are you talking about?
gastrointestinal dysfunction,seung jo,ventilation	At present, farts, intestinal disorders (also known as intestinal disorders) are taken into account. The diet is not light and does not eat cold food. Let's eat a greasy meal.
diarrhea,dehydration,fatigue	In addition to diarrhea, which are symptoms of severe abdominal inflammation, causing dehydration and fatigue to occur, which is generally dehydrated.
hemorrhoid,abdominal pain,stomach ache	Do you have stomach pains? Are you prone to hemorrhoids?
spasms,stomach ache	What do you mean? Stomach ache, convulsions or something?
nasal congestion,cough,heat	What's wrong with you?
spasms,bowel sound	The intestines move too fast. It'll give rise to what you're talking about.
diarrhea,difficult eating,heat	How many times a day do you have to take a shit? Any fever, diarrhea, diarrhea?
heartburn,reflux	How many times a day do you have to take a shit? Have you got a heartache?
bloating,reflux,stomach ache,vomit,heartburn	Creature, stomach pain, pain, stomach ache, fever? Which factor is the temperature? Is the urine normal?
bowel,loose stool	How many times have you had a stomach attack?
headache,reflux	What are you talking about?
cough,heat	What's wrong with you?
stomachache,diarrhea,black stool	How many times a day do you have to take a shit? Do you have diarrhea?
sticky stool,gastrointestinal discomfort,diarrhea,stomach ache,loose stool	How long has it been? Is the stomach pain or constipation? How many times a day?
diarrhea,counter-current,hot heart	Are there any other symptoms, such as anti-acid fever, diarrhea, etc.?
diarrhea,anorexia,vomit	What do you mean, diarrhea, vomiting, constipation, diarrhea?
diarrhea,abdominal pain,hemorrhoid,loose stool	If there is no problem, such as abdominal pain, which may be caused by hemorrhage or anal fission, it would be better to go to the hospital to test the blood routines and determine the cause of the disease.
diarrhea,bloating,stomach ache	What do you think you're talking about, stomach ache, diarrhea, constipation?
abdominal distention,disgusting,hiccup	Is there anything else that's uncomfortable, like nausea, vomiting, hiccups? Something like abdominal swelling?
cough,weight down,shortness of breath,heat	Is there a change in body weight, if there is a fear of cold or cold?
abdominal pain,loose stool,sticky stool,blood in stool	How many times a day do you have to take a shit? Do you have a blood pus, a mucous fluid?
gastrointestinal discomfort,vomit,nausea,backache,stomachache	The main cause of discomfort is a gastrointestinal inflammation, which can be accompanied by stomach inflammation, constipation, diarrhea, etc.
diarrhea,abdominal pain,loose stool,heat	If there is no fever, abdominal pain, what is vomiting? How many times a day?
stomachache,diarrhea,bloating,stomach ache	Are there any other symptoms besides stomach pains? Diarrhea, stomach ache, etc.
diarrhea,heat,indigestion	What's wrong with drinking water? Have you had a fever? Did you eat something bad?
gastrointestinal discomfort,bowel sound	The gastrointestinal function is not good, and it is mainly based on intestinal worms.
abdominal pain,abdominal distention,chest pain,counter-current	What's wrong with your chest? Is it upper abdomen, chest pain, anti-acid?
bloating,diarrhea,stomach ache,frequent urination,urgency	Do you have stomach pains? Are there any symptoms of stomach pain, constipation, diarrhea?
diarrhea,bloating,gastrointestinal disorders	In response to this consultation, the doctor updated his summary recommendations: general consideration is given to intestinal disorders and intestinal inflammation, which are not recommended for use.
black stool,stomach ache	How many times a day do you have to take a shit? Have you had a stomach ache or something?
bloating,nausea,hiccup	What are the main symptoms of this disease? Noodles and other discomforts? What are you talking about?
gastrointestinal dysfunction,diarrhea,abdominal pain,spasms	In conclusion, it is regrettable that there has been no further communication, that the history of the disease is unclear and impossible to communicate, but considering the possibility of chronic intestinal inflammation, which may be caused by an intestinal disorder, such as abdominal pain, constipation or diarrhea, which cannot be ruled out.
diarrhea,abdominal pain,stomach ache,bowel sound	The tummy grunt is caused by stomach pain. What are you talking about?
bowel,diarrhea,vomit	What are the main problems of this situation? Diarrhea, abdominal, intestine, etc.
gastrointestinal discomfort,loose stool,bowel sound	What's wrong with the stomach? How's the shit? Possibilities, stool, etc., make a difference.
bloating,diarrhea,stomach ache,vomit,headache	Creature, cirrhosis, stomach pain, stomach ache, constipation, diarrhea? Which one of the causes of this problem is?
anorexia,nausea,gastrointestinal discomfort	Then you can't tell me what to say, because you're having a bad intestinal function, which is usually caused by anorexia.
counter-current,loose stool	What's wrong with you?
counter-current,sore throat,hot heart	Are there any other discomforts? Like anti-acid fever, stomach ache?
spasms,diarrhea,abdominal pain	In response to this consultation, the doctor updated the concluding recommendation: according to your information, acute intestinal inflammation may occur, but it is not possible to identify diseases such as abdominal pain, diarrhea, etc., which can be alleviated by an individual individual who may be suffering from diarrhea. What is the condition of the abdominal pain?
counter-current,disgusting,hiccup	There's no anti-acid gas, nausea, etc.
diarrhea,abdominal pain,heat,loose stool,blood in stool	How many times a day do you have to take a shit? Do you have a fever, abdominal pain, or something that doesn't feel good?
bowel,diarrhea,bloating,gastrointestinal discomfort	The gastrointestinal function is not good, and there are a number of factors that can be taken into account: diabetes, abdominal inflammation, constipation, diarrhea, etc.
hemorrhoid,sticky stool,blood in stool	Is there blood in the shit? What's the cause of the nauseous hemorrhoids?
gastrointestinal discomfort,fever,blood in stool	In general, if the symptoms are repeated, there is a greater likelihood of gastrointestinal discomfort in the event of repeated symptoms, which may be gastrointestinal inflammation, blood or something, which is not very relevant.
stomach ache,abdominal distention,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
dysphagia,diarrhea,counter-current,hot heart,abdominal distention,hiccup	Are there anti-acid burns, gas, abdominal swelling, etc.? Which part of the stomach is it?
gastrointestinal dysfunction,diarrhea,abdominal pain,loose stool	In conclusion, it is regrettable that there has been no previous communication, that the history of the disease is unclear and impossible to communicate, but considering the possibility of intestinal inflammation, which may be associated with excessive intestinal stress syndrome, which can be exacerbated by gastrointestinal dysfunction, such as abdominal pain, water.
gastrointestinal discomfort,heat,abdominal distention,frustration	What are the symptoms of a stomach discomfort? Is the stomach swollen? Was there a fever?
sticky stool,bowel sound	How many times a day do you have to take a shit? Do you have a sticky stomach?
abdominal pain,loose stool	How many times a day do you have to take a shit? Do you have a pus?
diarrhea,ventilation,blood in stool	How many times a day do you have to take a shit? Do you have diarrhea, constipation, blood?
bloating,reflux,vomit,fever,heartburn	Are there other symptoms of vomiting, bloating, fever, vomiting, etc.? Fever, fever? What color is the urine?
hiccup,ventilation,bowel sound	How long has it been? Is there anything else? Hiccup, farts, intestines? What's the matter with you?
diarrhea,abdominal distention,hot heart,counter-current	Are there anti-acids, diarrhea, abdominal swelling, burning hearts? What are the symptoms?
diarrhea,perianal pain	What are you talking about?
disgusting,diarrhea,abdominal pain,difficult eating,abdominal distention,hiccup	The main ingredient of this product is the Marathon Curly Booting.[Adaptive] is used for the improvement of symptoms caused by chronic intestinal inflammation, which can be taken into account in the future. Like abdominal pain, nausea, vomiting, bloated eating, gas, etc.
diarrhea,abdominal pain,counter-current	Are there any abdominal pains? What are you talking about?
abdominal pain,abdominal distention,counter-current	What are you talking about?
cough,back pain	What are you talking about?
gastrointestinal dysfunction,diarrhea	Then it's not the disease that causes intestinal disorders and increases diarrhea.
diarrhea,loose stool,restlessness,gastrointestinal discomfort	The gastrointestinal function is not good, and it is advisable not to take a fetish, which is a mixture of functional problems, such as diarrhea, if the shit is unclean, and not appear to be very productive.
bloating,backache	How long has this been going on? Is there a stomach disease that causes bloating and back pain?
bloating,stomach ache,nausea	How long has it been? Are there any problems with stomach pains? A stomach ache?
fever,gastrointestinal discomfort	Are you sick of your stomach right now? Are there any symptoms of fever or constipation?
disgusting,diarrhea,abdominal pain,counter-current,hot heart	Are there anti-acid burns, nausea? Diarrhea in the abdominal constipation?
fever,stomach ache,stuffy nose	How many times a day do you have to take a shit? Are there stomach pains? What's the cause of this vomiting?
abdominal pain,abdominal distention,stomach ache,counter-current	Are there any other symptoms? Like stomach pains, stomach swollen, anti-acid water, etc.
gastrointestinal dysfunction,ventilation	At present, consideration is given to intestinal dysfunction and constipation. That's not much of a fart.
nasal congestion,frustration	What are you talking about?
diarrhea,abdominal pain,heart attack	Are there any abdominal pains? What are you talking about?
disgusting,diarrhea,abdominal pain,counter-current,abdominal distention	Are there any abdominal pains, abdominal swelling, nausea, diarrhea, etc.?
diarrhea,difficult eating	How long has this been going on? How many times a day? Is there a diarrhea?
black poo,gastrointestinal discomfort,diarrhea,abdominal pain,stomach ache,counter-current,abdominal distention	How long has it been? Are there anti-acids, abdominal pain, diarrhea, etc.? How many times a day?
vomit,gastrointestinal disorders	Consideration is given to intestinal inflammation or gastrointestinal disorders, which can be taken into account in the event of abnormal diets or irregular diets.
abdominal pain,back pain,cough,heart attack,abdominal distention	Thecough is a pain in the back of the chest, and it is likely that the heart attack will cause abdominal swelling and what? Consider the vertebrae that causes heartburn, which can be taken first, and also cause heartburn.
diarrhea,nausea,vomit,gastrointestinal discomfort	What are the symptoms of gastrointestinal discomfort? Diarrhea, abdominal inflammation, constipation, diarrhea?
disgusting,gastrointestinal discomfort,abdominal pain,hot heart,abdominal distention	Are there any abdominal pains, abdominal swelling, nausea, vomiting, etc.?
abdominal pain,frustration,disgusting,gastrointestinal discomfort	What are the symptoms of the stomach? Are there any symptoms of stomach inflammation, nausea, vomiting, etc.? Is the urine normal?
diarrhea,anorexia,stomach ache	What do you think you're talking about, diarrhea, stomach ache, or something that causes anorexia?
spasms,hiccup	Is there anything else that doesn't feel good? Consider intestinal spasms.
disgusting,ventilation	How long has this been going on? Is there any nausea?
stomachache,nausea,vomit	What do you mean, stomach pain, nausea, vomiting, etc.? Is the urine normal?
hot heart,indigestion,hiccup	There are other problems besides stomach inflammation: burning hearts, indigestion, gas, hiccups?
fatigue,gastrointestinal discomfort,diarrhea,vomit,nausea	What are the symptoms of the disease? You have to go to the hospital to digest internal medicine? Diarrhea, vomiting, nauseous vomiting?
difficulty breathing,diarrhea,abdominal pain,stomach ache,frustration	The main manifestations of this problem are: vomiting, gastrointestinal inflammation, stomach ache, constipation, diarrhea, etc. Which one of the first foods to be eaten or eaten in the morning, followed by food that is easily caused by stomach pains. This generates a reaction to the stress when it is eaten. According to your analysis, the first question is whether there is an abnormal diet, which is not light, but light and easy to digest. It is recommended that you do not eat hot, greasy, cold,
abdominal distention,difficult eating,gastrointestinal discomfort	The main cause of gastrointestinal discomfort is a set of questions that can be taken into account in the context of diet.
diarrhea,blood in stool	How many times a day do you have to take a shit? Do you have diarrhea, blood?
hematemesis,gastrointestinal discomfort	What's wrong with your stomach?
exhaust,stomach ache,gastrointestinal discomfort	Stomach ache, stomach inflammation, which can cause stomach discomfort. What are you talking about?
spasms,chest pain	Well, chest pains have something to do with stomach cramps.
frequent urination,ventilation,bowel sound	What are you talking about?
helicobacter infection,backache,gastrointestinal discomfort	In response to this consultation, the doctor updated his summary recommendations: general glyphosinol can cause stomach discomfort, which is recommended for the treatment of phantom snails in the hospital, so that the digestive section of the hospital can be properly removed. If the symptoms are repeated, then we need to go to the hospital for gynecology to test the blood routines and see if it causes stomach discomfort.
loose stool,ventilation,blood in stool	How many times a day do you have to take a shit?
anorexia,nausea,indigestion	Then you can't digest it. This doesn't matter if it's not digestive.
gastrointestinal dysfunction,spasms	This situation takes into account the greater likelihood of intestinal cramps caused by intestinal inflammation or gastrointestinal function disorders!
abdominal pain,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
vomit,bitter,gastrointestinal discomfort	How long has this been going on? Is there a stomach problem? What's wrong with the stomach?
stomachache,diarrhea,bloating	Is there anything else that doesn't feel good about you? Like stomach pain, diarrhea, bloated?
disgusting,gastrointestinal discomfort	What's wrong with your stomach?
bloating,reflux,vomit,nausea,heartburn	The concept of gastrointestinal inflammation is based on the content of the gastrointestinal tract. Is there any other discomfort? Entrailing, nausea, vomiting, gastrointestinal condensation, heatburn, etc.
hard to swallow,hiccup	How long has it been? How many times a day do you have to take a hiccup?
hiccup,abdominal distention,counter-current	Are there anti-acid, hiccup, abdominal swelling and other discomforts?
diarrhea,counter-current,hiccup	There's no anti-acid gas. What's the problem?
burning sensation in the pharynx,stomach ache	The gastrointestinal inflammation of the stomach has nothing to do with the diet if it is not severe or painless.
diarrhea,vomit,nausea,stomachache,headache	See if there are other symptoms: stomachache, diarrhea, gastrointestinal diseases, constipation, diarrhea?
hiccup,abdominal distention,stomach ache,counter-current	There's anti-acid, hiccup, stomach swelling, stomach ache?
abdominal distention,difficult eating,bowel sound	The tummy grunts are caused by intestinal hysteria, which can be adapted for a variety of reasons, and are prone to stomach inflammation.
abdominal pain,loose stool,sticky stool	What are you talking about?
vomit,fever,sore throat,nausea,hiccup	There's what's wrong with vomiting, causing problems such as throat, throat, constipation, etc.
reflux,stomach ache,vomit,nausea,hiccup	See if there's any stomach ache, constipation, gas, etc.
hiccup,abdominal distention,hunger,gastrointestinal discomfort	Are there any symptoms of stomach swelling and hiccups? What's wrong with you?
indigestion,helicobacter infection	The phantom snails infection can cause indigestion.
cough,palpitations,sputum	What are you talking about?
gastrointestinal discomfort,diarrhea,loose stool,abdominal distention,indigestion	What are the symptoms of the cold? Wet shit, which are the manifestations of discomfort, constipation, abdominal swelling, etc.
helicobacter infection,abdominal pain,stomach ache,ventilation,hiccup	The phantom snails are infected with what kind of infection. The stomach ache is not normal. Consider gastrointestinal inflammation, which can be accompanied by hiccups.
black poo,counter-current,heat,blood in stool	How many times a day do you have to take a shit? Are there anti-acids, vomiting, etc.? Is the urine normal?
reflux,nausea,dizziness	What are the main problems of the diet? Are there any other discomforts besides stomach acid? Diarrhea, vomiting?
abdominal distention,ventilation,hiccup	How long has it been? Is there anything else? Like abdominal swelling, farts?
abdominal pain,urgent urination,frequent urination	What's the location of the abdominal pain? How long has it been? How many times a day?
bloating,reflux,stomach ache,nausea,hiccup	Do you have stomach pains, gas, stomach pain, constipation, gas? What's the cause of this problem?
stomachache,loose stool	What's wrong with my stomach?
fever,bloating,loose stool,stomach ache	If the stomach pain is not alleviated or for a longer period of time, it is recommended that it be better to visit the hospital, that the specialist check the blood routines and see if it is serious or not.
diarrhea,frustration,disgusting	Are there any other discomforts besides that, such as nausea, vomiting, diarrhea, etc.? Is the urine normal?
disgusting,lethargy,stomach ache,difficult eating,frustration	This is mainly due to stomach pains, resulting in nausea, vomiting, gastrointestinal inflammation, which can be taken into account in the absence of a host of factors.
intestinal obstruction,bloating	What's wrong with you?
heat,hot heart,disgusting	Are there any other discomforts, such as burning hearts, nausea, vomiting, gastrointestinal fever?
diarrhea,exhaust,bloating,hiccup	How long has it been? Is there anything else? Exhaust, vomiting, gas, etc.
abdominal pain,disgusting,hiccup	How long has it been, there's no other discomfort: nausea, vomiting, abdominal pain, etc.
hiccup,bowel sound	How long have you been in this situation? Is the shit normal? What's the diet? Have you eaten anything unclean?
abdominal pain,difficult eating	How long has it been? Is there anything else? Like abdominal pain, greasy food?
chest pain,gastrointestinal discomfort	What are you talking about?
sense of hunger,anorexia,stomach ache	Consider the possibility of stomach pain, anorexia, which can be used to regulate the intestinal function of the stomach.
abdominal pain,abdominal distention,disgusting	Are there any abdominal pains, nausea, vomiting? What's the cause of this abdominal swelling?
abdominal pain,ventilation,loose stool,bowel sound,abdominal distention	What are you talking about?
heat,counter-current,hunger	Excuse me, do you have a fever, anti-acid, vomiting, etc.? Is the urine normal?
exhaust,vomit	What are you talking about?
black poo,counter-current,hiccup	How long has the anti-acid burp been going on? What generates anemia?
stomach ache,bowel sound	What are you talking about?
intestinal obstruction,abdominal pain,abdominal distention	What are you talking about?
diarrhea,abdominal pain,disgusting,stomach ache	Do you have stomach pains? Are you sick? What's the cause of the stomach? Have you ever had a stomachache?
black poo,abdominal distention,hunger,ventilation	Is there anything more uncomfortable than black poop, like abdominal swelling or something?
black poo,abdominal pain	Are there any abdominal pains? What color is the shit? Is there something wrong with it?
nausea,hiccup	What are you talking about?
diarrhea,abdominal pain,abdominal distention,disgusting	Are there any abdominal pains, abdominal swelling, nausea, vomiting, etc.? What's the cause of this?
disgusting,bacterial infections,abdominal pain,stomach ache,back pain,loose stool,abdominal distention	This post is part of our special coverage Egypt Protests 2011. It is necessary to have a normal diet, which is fixed, quantified and regular. The main thing is to be careful when it comes to eating bad stomachs, mainly to be infected, to eat more meat and to drink more water.
abdominal pain,blood in stool	How many times a day do you have to take a shit? Do you have a pus?
hiccup,hunger,gastrointestinal discomfort	Are there other symptoms, such as hunger, gas, gastrointestinal discomfort, etc.
chest pain,sore throat,counter-current	Does the throat hurt? Is there a testosterone? What's the matter with you?
black poo,gastrointestinal discomfort,counter-current,frustration,hiccup	How long has it been? Is there anything else uncomfortable? Like stomach inflammation, anti-acid gas, nausea, etc.
abdominal distention,stomach ache,counter-current	Are there any other problems? Stomach ache, anti-acid, abdominal, abdominal swelling, etc.
exhaust,bloating	What are you talking about?
abdominal distention,stomach ache,ventilation	How long has it been? Is there anything else? Like stomach pain? What's the matter with you?
black stool,hematemesis,blood in stool	How many times a day do you have to take a shit? Do you have vomiting, blood, or something?
disgusting,abdominal pain,back pain,counter-current,hot heart	Are there any abdominal pains, heartburn, nausea, abdominal pain, back pain, anti-acid? What about the shit?
abdominal distention,sticky stool,blood in stool	Is there blood in the shit? What's the cause of the esophagus?
disgusting,gastrointestinal discomfort,difficult eating,cough,frustration,hiccup	The gastrointestinal function is not good, but because there is a lot of cold, greasy, irritable food is not easily digested, so the symptoms of the stomach are repeated and are prone to stomach inflammation. In general, attention is paid to the diet, which is light, does not eat cold, digestible and irritated food, and is likely to cause stomach discomfort.
heartburn,reflux,bloating	How long has it been? Is there anything else? Like heartburn, reflux, bloated? What's the cause of this?
fever,headache,fatigue	How long has this been going on? Have you got fever, headaches? What are you talking about?
reflux,bloating,gastrointestinal discomfort	What are you talking about?
gastrointestinal dysfunction,seung jo,bowel sound	In the light of your symptoms, functional gastrointestinal disorders (particularly the gastrointestinal disorder) are being considered. The gastrointestinal tract has many neurological atoms. This can be eaten. You can eat a bit of smudge + golden dichotomy.
gastrointestinal discomfort,dizziness	How long has this been going on? Is there a stomach problem?
reflux,stomach ache,loose stool,exhaust,bitter	What are the main symptoms of this disease? Stomach ache, gas, stomach pain, what are you talking about?
counter-current,indigestion	What do you mean, anti-acid? Indigestion? What are you talking about?
disgusting,abdominal pain,counter-current,hot heart,hiccup	Are there any anti-acid burns, hiccups, nausea?
weight down,frustration,helicobacter infection	What's wrong with weight? Frustration and phantom screws infection generates answers? How many times a day?
spasms,abdominal distention,stomach ache,frustration	Stomach ache, stomach swollen, what? Was there a problem with the diet?
black poo,diarrhea,heat,counter-current,blood in stool	Is there a fever, diarrhea, anti-acid, vomiting? Is the shit normal? How many times a day?
counter-current,stomach ache	Are there any other problems? Like stomach pains, anti-acids?
heartburn,exhaust,reflux	How long has this been going on? Is there a panic, exhaust, fission, constipation, etc.? Have you been eating lately?
fever,stuffy nose,chills,sore throat	Is there anything else that doesn't feel good: nose, strangulation, throat, constipation, etc.? Something like this?
gastrointestinal discomfort,abdominal pain,abdominal distention,counter-current	Are there any abdominal pains, abdominal swelling, anti-acid? What are the symptoms?
heartburn,stomach ache	How long has this been going on? Have you ever had a stomach ache and a heartburn?
diarrhea,bloating,fatigue,gastrointestinal discomfort	How long has it been? Is there anything else that doesn't digest? Fatigue, diarrhea, something that causes stomach discomfort?
diarrhea,abdominal distention,difficult eating,disgusting	Do you have a stomach swelling, nausea, vomiting? What's the cause of this diarrhea?
hiccup,abdominal pain,abdominal distention,gastrointestinal discomfort	Are there any abdominal pains? What's wrong with the stomach?
stomach ache,dysphagia,gastrointestinal discomfort	There is no discomfort in the stomach, which is caused by stomach inflammation, and which is not a problem for everyone.
sticky stool,heat,counter-current,bowel sound,blood in stool	How many times a day do you have to take a shit? Do you have a fever, anti-acid, vomiting?
diarrhea,disgusting,hiccup	How long has it been? Is there any nausea, vomiting, hiccups? What kind of problem?
abdominal pain,disgusting,hunger	Are there any other discomforts besides that, such as nausea, vomiting, or something that might be related to abdominal pain, which is not a problem?
heartburn,reflux,nausea,hiccup	How long has it been? Is there anything else that doesn't feel good? Like heartburn, gas, nausea, gas?
black stool,loose stool,blood in stool	How many times a day do you have to take a shit? Are there any problems with a blood pus, besides a pus?
stomach ache,abdominal distention,disgusting,hiccup	Are there any other discomforts besides stomach pains? Like stomach swelling, hiccups?
reflux,nausea,vomit	What are you talking about?
stomachache,cramps,hiccup	In addition to stomach pains, are there other symptoms? Consider gastrointestinal inflammation and hemorrhage.
counter-current,loose stool,hot heart,hiccup	There's anti-acid, heartburn, breath. Is the shit normal?
dysphagia,indigestion	Your symptoms do not exclude digestive disorders caused by gastrointestinal disorders, which have a strong bearing on your intestinal inflammation.
frustration,helicobacter infection	What are you taking now? Spirulina?
hiccup,helicobacter infection,gastrointestinal discomfort	The phantom snails infection can cause stomach discomfort.
diarrhea,stomach ache,vomit,dizziness	Stomach ache, vomiting, etc., are the symptoms of inadequate diet, which is not likely to cause problems in the diet, so it is possible to eat less and drink more warm water, so that you can eat more easily digestible food, and do not eat cold and hot food.
abdominal pain,counter-current,loose stool	What's wrong with you?
heat,abdominal pain,hiccup	What are you talking about?
fever,dehydration,fatigue	In the event of serious infestation, attention should be paid to the high level of activity that is associated with eating habits and lifestyles, which are recommended for a period of time and intensity to be regular, such as hot, hot, greasy, irritable foods, and, if the conditions are not alleviated, there is also a need to be given to keeping warm and eating more fruit and vegetables, to drink more warm water, to give rise to more hot and warm foods, to prevent dehydration, and to allow for
fatigue,lethargy,gastrointestinal discomfort,vomit,nausea,anorexia,hiccup	The main ingredient of this product is the Marathon Curly Booting. Which one generates gastrointestinal discomfort? Vomit, anorexia, constipation, what kind of discomfort?
heat,hiccup,indigestion,gastrointestinal discomfort	Are there other symptoms, such as abdominal discomfort, gas, indigestion, etc.? Is the temperature normal?
diarrhea,abdominal pain,loose stool,blood in stool	How many times a day do you have to take a shit? Do you have a blood pus, a diarrhea?
bowel,exhaust,anorexia	This situation mainly considers intestinal inflammation or stomach inflammation, which is common and generally not necessarily a manifestation of intestinal inflammation.
heat,sore throat	How many times a day do you have to take a shit? Have you got a fever, throat?
abdominal distention,loose stool,bowel sound	The shit's thin? Consider gastrointestinal inflammation, which can be applied to gastrointestinal gas.
abdominal pain,abdominal distention,ventilation,hiccup	What's wrong with you?
abdominal pain,loose stool,hiccup	How long has it been? Is there anything else? A stomach ache, shit, or is there something wrong with it?
abdominal pain,bacterial infections	What are you talking about?
diarrhea,difficult eating,bowel sound	The intestines move too fast. It'll be fine for the intestinal worms. What do you have to say?
cough,hiccup,chest pain,counter-current	Are there anti-acids, cough, chest pain, etc.? Is the shit normal? What is it?
counter-current,indigestion,gastrointestinal discomfort	What are the symptoms of the reflux of the stomach? Consider gastrointestinal discomfort caused by reflux? What are you talking about?
